Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Cotton(lint),2016,Kharif     ,West Bengal,275,872,1795.8,42143.75,96.25,3.17
Gram,2016,Rabi       ,West Bengal,28122,28498,1795.8,4309696.5,9842.7,1.035
Groundnut,2016,Autumn     ,West Bengal,2243,2162,1795.8,343739.75,785.05,1.141818182
Groundnut,2016,Rabi       ,West Bengal,13747,25293,1795.8,2106727.75,4811.45,1.801333333
Groundnut,2016,Summer     ,West Bengal,54784,138942,1795.8,8395648,19174.4,2.290666667
Horse-gram,2016,Rabi       ,West Bengal,2160,1185,1795.8,331020,756,0.683333333
Jowar,2016,Autumn     ,West Bengal,26,10,1795.8,3984.5,9.1,0.38
Jute,2016,Kharif     ,West Bengal,522470,8187658,1795.8,80068527.5,182864.5,16.75789474
Khesari,2016,Rabi       ,West Bengal,45294,55041,1795.8,6941305.5,15852.9,1.154761905
Linseed,2016,Rabi       ,West Bengal,6605,2447,1795.8,1012216.25,2311.75,0.375625
Maize,2016,Autumn     ,West Bengal,46431,124996,1795.8,7115550.75,16250.85,2.783333333
Maize,2016,Rabi       ,West Bengal,56211,317798,1795.8,8614335.75,19673.85,3.726666667
Maize,2016,Summer     ,West Bengal,60813,310486,1795.8,9319592.25,21284.55,3.493333333
Masoor,2016,Rabi       ,West Bengal,84957,77490,1795.8,13019660.25,29734.95,0.783333333
Mesta,2016,Kharif     ,West Bengal,13695,161931,1795.8,2098758.75,4793.25,10.55714286
Moong(Green Gram),2016,Kharif     ,West Bengal,1238,1106,1795.8,189723.5,433.3,0.790833333
Moong(Green Gram),2016,Rabi       ,West Bengal,2760,1919,1795.8,422970,966,0.779090909
Moong(Green Gram),2016,Summer     ,West Bengal,46413,33159,1795.8,7112792.25,16244.55,0.810526316
Moth,2016,Rabi       ,West Bengal,16,15,1795.8,2452,5.6,0.94
Niger seed,2016,Kharif     ,West Bengal,4134,3009,1795.8,633535.5,1446.9,0.62
Other  Rabi pulses,2016,Rabi       ,West Bengal,387,194,1795.8,59307.75,135.45,0.562
Other Kharif pulses,2016,Kharif     ,West Bengal,1066,695,1795.8,163364.5,373.1,0.562857143
Peas & beans (Pulses),2016,Rabi       ,West Bengal,13684,15338,1795.8,2097073,4789.4,1.132631579
Potato,2016,Rabi       ,West Bengal,414490,14464124,1795.8,63520592.5,145071.5,29.99272727
Potato,2016,Summer     ,West Bengal,2590,25329,1795.8,396917.5,906.5,7.125
Ragi,2016,Autumn     ,West Bengal,9915,10989,1795.8,1519473.75,3470.25,0.815
Rapeseed &Mustard,2016,Rabi       ,West Bengal,459105,494671,1795.8,70357841.25,160686.75,0.867727273
Rice,2016,Autumn     ,West Bengal,247978,642310,1795.8,38002628.5,86792.3,2.493809524
Rice,2016,Summer     ,West Bengal,1185381,4005685,1795.8,181659638.3,414883.35,3.244285714
Rice,2016,Winter     ,West Bengal,3963495,10996579,1795.8,607405608.8,1387223.25,2.691363636
Safflower,2016,Kharif     ,West Bengal,498,439,1795.8,76318.5,174.3,0.868571429
Sannhamp,2016,Kharif     ,West Bengal,847,3563,1795.8,129802.75,296.45,4.28
Sesamum,2016,Autumn     ,West Bengal,1374,1143,1795.8,210565.5,480.9,0.781111111
Sesamum,2016,Summer     ,West Bengal,232915,215214,1795.8,35694223.75,81520.25,0.863809524
Sesamum,2016,Winter     ,West Bengal,1339,993,1795.8,205201.75,468.65,0.694
Small millets,2016,Autumn     ,West Bengal,1974,1019,1795.8,302515.5,690.9,0.4675
Small millets,2016,Rabi       ,West Bengal,519,714,1795.8,79536.75,181.65,0.98
Soyabean,2016,Kharif     ,West Bengal,605,443,1795.8,92716.25,211.75,0.6275
Sugarcane,2016,Whole Year ,West Bengal,20995,1549747,1795.8,3217483.75,7348.25,72.57105263
Sunflower,2016,Kharif     ,West Bengal,7231,9486,1795.8,1108150.75,2530.85,1.32625
Tobacco,2016,Whole Year ,West Bengal,15680,26652,1795.8,2402960,5488,1.294
Urad,2016,Kharif     ,West Bengal,65540,45328,1795.8,10044005,22939,0.65
Urad,2016,Rabi       ,West Bengal,12180,11681,1795.8,1866585,4263,0.939166667
Wheat,2016,Rabi       ,West Bengal,321621,862712,1795.8,49288418.25,112567.35,2.394545455
Arhar/Tur,2017,Kharif     ,Arunachal Pradesh,806,665,2745.5,126896.64,306.28,0.777857143
Dry chillies,2017,Whole Year ,Arunachal Pradesh,3610,10289,2745.5,568358.4,1371.8,2.7925
Ginger,2017,Whole Year ,Arunachal Pradesh,7860,55806,2745.5,1237478.4,2986.8,6.07
Groundnut,2017,Kharif     ,Arunachal Pradesh,919,901,2745.5,144687.36,349.22,1.265
Maize,2017,Kharif     ,Arunachal Pradesh,50797,77216,2745.5,7997479.68,19302.86,1.628
Masoor,2017,Rabi       ,Arunachal Pradesh,438,252,2745.5,68958.72,166.44,0.581
Moong(Green Gram),2017,Kharif     ,Arunachal Pradesh,1268,1299,2745.5,199633.92,481.84,1.165882353
Other  Rabi pulses,2017,Rabi       ,Arunachal Pradesh,1268,815,2745.5,199633.92,481.84,0.764666667
Other Kharif pulses,2017,Kharif     ,Arunachal Pradesh,2484,2279,2745.5,391080.96,943.92,0.8875
Peas & beans (Pulses),2017,Kharif     ,Arunachal Pradesh,662,640,2745.5,104225.28,251.56,0.952631579
Peas & beans (Pulses),2017,Rabi       ,Arunachal Pradesh,3670,5239,2745.5,577804.8,1394.6,1.537894737
Potato,2017,Whole Year ,Arunachal Pradesh,6075,44044,2745.5,956448,2308.5,6.7155
Rapeseed &Mustard,2017,Rabi       ,Arunachal Pradesh,28186,28714,2745.5,4437603.84,10710.68,1.221578947
Rice,2017,Kharif     ,Arunachal Pradesh,132000,233335,2745.5,20782080,50160,1.6915
Sesamum,2017,Kharif     ,Arunachal Pradesh,2050,1828,2745.5,322752,779,0.83125
Small millets,2017,Kharif     ,Arunachal Pradesh,26765,27300,2745.5,4213881.6,10170.7,0.9945
Soyabean,2017,Kharif     ,Arunachal Pradesh,3129,4435,2745.5,492629.76,1189.02,1.516842105
Sugarcane,2017,Whole Year ,Arunachal Pradesh,2110,45154,2745.5,332198.4,801.8,22.44230769
Sunflower,2017,Kharif     ,Arunachal Pradesh,571,466,2745.5,89898.24,216.98,0.781
Turmeric,2017,Whole Year ,Arunachal Pradesh,810,3686,2745.5,127526.4,307.8,4.398
Urad,2017,Kharif     ,Arunachal Pradesh,1134,988,2745.5,178536.96,430.92,0.949444444
Urad,2017,Rabi       ,Arunachal Pradesh,1433,1285,2745.5,225611.52,544.54,0.96
Wheat,2017,Rabi       ,Arunachal Pradesh,3930,7742,2745.5,618739.2,1493.4,2.102
other oilseeds,2017,Kharif     ,Arunachal Pradesh,715,649,2745.5,112569.6,271.7,1.14
Arhar/Tur,2017,Kharif     ,Bihar,18487,28627,1112,2910593.28,7025.06,1.773939394
Bajra,2017,Kharif     ,Bihar,4379,4966,1112,689429.76,1664.02,1.128
Barley,2017,Rabi       ,Bihar,10378,16468,1112,1633912.32,3943.64,1.567857143
Castor seed,2017,Kharif     ,Bihar,19,19,1112,2991.36,7.22,1
Coriander,2017,Whole Year ,Bihar,2078,1886,1112,327160.32,789.64,0.896538462
Garlic,2017,Whole Year ,Bihar,1690,2560,1112,266073.6,642.2,1.531851852
Ginger,2017,Whole Year ,Bihar,259,488,1112,40776.96,98.42,1.86375
Gram,2017,Rabi       ,Bihar,58221,67177,1112,9166314.24,22123.98,1.131935484
Groundnut,2017,Kharif     ,Bihar,569,580,1112,89583.36,216.22,1.0125
Horse-gram,2017,Kharif     ,Bihar,8587,7978,1112,1351937.28,3263.06,0.914666667
Jowar,2017,Kharif     ,Bihar,1358,1448,1112,213803.52,516.04,1.09
Jute,2017,Kharif     ,Bihar,83472,1109702,1112,13141831.68,31719.36,17.72428571
Khesari,2017,Rabi       ,Bihar,47591,50314,1112,7492727.04,18084.58,0.884411765
Linseed,2017,Rabi       ,Bihar,12116,10308,1112,1907543.04,4604.08,0.846363636
Maize,2017,Autumn     ,Bihar,223242,535877,1112,35147220.48,84831.96,2.639189189
Maize,2017,Rabi       ,Bihar,268085,1645555,1112,42207302.4,101872.3,5.3121875
Maize,2017,Summer     ,Bihar,186119,939340,1112,29302575.36,70725.22,4.354705882
Masoor,2017,Rabi       ,Bihar,138162,147492,1112,21752225.28,52501.56,0.889473684
Mesta,2017,Kharif     ,Bihar,20727,30647,1112,3263258.88,7876.26,1.500769231
Moong(Green Gram),2017,Kharif     ,Bihar,7437,5526,1112,1170881.28,2826.06,1.009655172
Moong(Green Gram),2017,Summer     ,Bihar,169944,120185,1112,26755983.36,64578.72,0.855526316
Onion,2017,Rabi       ,Bihar,13130,185740,1112,2067187.2,4989.4,13.78428571
Other  Rabi pulses,2017,Rabi       ,Bihar,1419,1426,1112,223407.36,539.22,1.002857143
Other Kharif pulses,2017,Kharif     ,Bihar,1796,1450,1112,282762.24,682.48,0.8655
Peas & beans (Pulses),2017,Rabi       ,Bihar,16437,16944,1112,2587841.28,6246.06,1.012777778
Potato,2017,Rabi       ,Bihar,87938,1257276,1112,13844958.72,33416.44,14.39783784
Potato,2017,Winter     ,Bihar,67636,908446,1112,10648611.84,25701.68,13.43027778
Ragi,2017,Kharif     ,Bihar,4211,4184,1112,662979.84,1600.18,1.0752
Rapeseed &Mustard,2017,Rabi       ,Bihar,79126,98493,1112,12457597.44,30067.88,1.191052632
Rice,2017,Autumn     ,Bihar,522698,903286,1112,82293573.12,198625.24,1.78173913
Rice,2017,Summer     ,Bihar,67865,143832,1112,10684665.6,25788.7,2.034285714
Rice,2017,Winter     ,Bihar,2716420,7046043,1112,427673164.8,1032239.6,2.466842105
Safflower,2017,Rabi       ,Bihar,99,81,1112,15586.56,37.62,0.905
Sannhamp,2017,Kharif     ,Bihar,821,663,1112,129258.24,311.98,0.86
Sesamum,2017,Kharif     ,Bihar,1571,1378,1112,247338.24,596.98,0.886363636
Small millets,2017,Kharif     ,Bihar,4402,3312,1112,693050.88,1672.76,0.788
Sugarcane,2017,Whole Year ,Bihar,233769,13824707,1112,36804591.36,88832.22,57.5275
Sunflower,2017,Rabi       ,Bihar,9363,13379,1112,1474110.72,3557.94,1.377368421
Tobacco,2017,Whole Year ,Bihar,10893,19130,1112,1714993.92,4139.34,1.758888889
Turmeric,2017,Whole Year ,Bihar,2724,2829,1112,428866.56,1035.12,1.032222222
Urad,2017,Kharif     ,Bihar,7924,7055,1112,1247554.56,3011.12,0.884814815
Wheat,2017,Rabi       ,Bihar,2101311,6104303,1112,330830403.8,798498.18,2.866315789
Arhar/Tur,2017,Kharif     ,Chhattisgarh,63245,25743,1124.5,9957292.8,24033.1,0.374814815
Bajra,2017,Kharif     ,Chhattisgarh,63,25,1124.5,9918.72,23.94,0.271666667
Bajra,2017,Whole Year ,Chhattisgarh,1307,24969,1124.5,205774.08,496.66,17.08227273
Barley,2017,Rabi       ,Chhattisgarh,1881,1960,1124.5,296144.64,714.78,0.927142857
Castor seed,2017,Kharif     ,Chhattisgarh,6,2,1124.5,944.64,2.28,0.33
Coriander,2017,Whole Year ,Chhattisgarh,1690,464,1124.5,266073.6,642.2,0.265
Cotton(lint),2017,Whole Year ,Chhattisgarh,478,802,1124.5,75256.32,181.64,1.9925
Dry chillies,2017,Whole Year ,Chhattisgarh,6680,2356,1124.5,1051699.2,2538.4,0.682692308
Garlic,2017,Whole Year ,Chhattisgarh,1160,3236,1124.5,182630.4,440.8,2.96
Ginger,2017,Whole Year ,Chhattisgarh,1958,2361,1124.5,308267.52,744.04,1.187619048
Gram,2017,Rabi       ,Chhattisgarh,335025,331674,1124.5,52746336,127309.5,0.9324
Groundnut,2017,Kharif     ,Chhattisgarh,25406,32112,1124.5,3999920.64,9654.28,1.26047619
Horse-gram,2017,Kharif     ,Chhattisgarh,38331,14818,1124.5,6034832.64,14565.78,0.4
Horse-gram,2017,Rabi       ,Chhattisgarh,3256,944,1124.5,512624.64,1237.28,0.256363636
Jowar,2017,Whole Year ,Chhattisgarh,3729,4703,1124.5,587093.76,1417.02,1.263181818
Jute,2017,Kharif     ,Chhattisgarh,100,0,1124.5,15744,38,0
Khesari,2017,Rabi       ,Chhattisgarh,214168,129787,1124.5,33718609.92,81383.84,0.540416667
Linseed,2017,Rabi       ,Chhattisgarh,17761,4566,1124.5,2796291.84,6749.18,0.21625
Maize,2017,Kharif     ,Chhattisgarh,119617,306937,1124.5,18832500.48,45454.46,2.26037037
Masoor,2017,Rabi       ,Chhattisgarh,12691,4510,1124.5,1998071.04,4822.58,0.335909091
Mesta,2017,Kharif     ,Chhattisgarh,1063,2024,1124.5,167358.72,403.94,1.815555556
Moong(Green Gram),2017,Kharif     ,Chhattisgarh,8394,4072,1124.5,1321551.36,3189.72,0.413076923
Moong(Green Gram),2017,Rabi       ,Chhattisgarh,3564,848,1124.5,561116.16,1354.32,0.31625
Niger seed,2017,Kharif     ,Chhattisgarh,56320,10693,1124.5,8867020.8,21401.6,0.252222222
Onion,2017,Whole Year ,Chhattisgarh,4238,28864,1124.5,667230.72,1610.44,6.250869565
Other  Rabi pulses,2017,Rabi       ,Chhattisgarh,3158,417,1124.5,497195.52,1200.04,0.19625
Other Kharif pulses,2017,Kharif     ,Chhattisgarh,8292,1559,1124.5,1305492.48,3150.96,0.202
Peas & beans (Pulses),2017,Rabi       ,Chhattisgarh,12016,4522,1124.5,1891799.04,4566.08,0.36
Potato,2017,Kharif     ,Chhattisgarh,1596,7003,1124.5,251274.24,606.48,4.111111111
Potato,2017,Rabi       ,Chhattisgarh,9779,42910,1124.5,1539605.76,3716.02,4.736956522
Ragi,2017,Kharif     ,Chhattisgarh,7274,1651,1124.5,1145218.56,2764.12,0.194666667
Rapeseed &Mustard,2017,Rabi       ,Chhattisgarh,41422,18348,1124.5,6521479.68,15740.36,0.424444444
Rice,2017,Kharif     ,Chhattisgarh,3976626,5749044,1124.5,626079997.4,1511117.88,1.386296296
Safflower,2017,Rabi       ,Chhattisgarh,465,167,1124.5,73209.6,176.7,0.280909091
Sannhamp,2017,Kharif     ,Chhattisgarh,1085,550,1124.5,170822.4,412.3,0.395555556
Sesamum,2017,Kharif     ,Chhattisgarh,17255,5195,1124.5,2716627.2,6556.9,0.307777778
Small millets,2017,Kharif     ,Chhattisgarh,77185,18959,1124.5,12152006.4,29330.3,0.893333333
Soyabean,2017,Kharif     ,Chhattisgarh,91560,30307,1124.5,14415206.4,34792.8,0.396
Sugarcane,2017,Whole Year ,Chhattisgarh,34834,64205,1124.5,5484264.96,13236.92,1.823181818
Sunflower,2017,Kharif     ,Chhattisgarh,1265,7,1124.5,199161.6,480.7,0.050666667
Sweet potato,2017,Whole Year ,Chhattisgarh,2511,14438,1124.5,395331.84,954.18,5.702083333
Tobacco,2017,Whole Year ,Chhattisgarh,13,6,1124.5,2046.72,4.94,0.4175
Turmeric,2017,Whole Year ,Chhattisgarh,1783,1536,1124.5,280715.52,677.54,1.403
Urad,2017,Kharif     ,Chhattisgarh,85858,27787,1124.5,13517483.52,32626.04,0.328518519
Urad,2017,Rabi       ,Chhattisgarh,2485,738,1124.5,391238.4,944.3,0.2795
Wheat,2017,Rabi       ,Chhattisgarh,102195,141642,1124.5,16089580.8,38834.1,1.497692308
Arhar/Tur,2017,Kharif     ,Gujarat,271192,337065,814.8,42696468.48,103052.96,1.295625
Bajra,2017,Kharif     ,Gujarat,153027,252317,814.8,24092570.88,58150.26,1.644
Bajra,2017,Summer     ,Gujarat,244125,712600,814.8,38435040,92767.5,2.874137931
Banana,2017,Whole Year ,Gujarat,29630,2125489,814.8,4664947.2,11259.4,71.83
Castor seed,2017,Kharif     ,Gujarat,585243,1487280,814.8,92140657.92,222392.34,2.466333333
Cotton(lint),2017,Kharif     ,Gujarat,2626487,10112737,814.8,413514113.3,998065.06,3.962
Dry chillies,2017,Whole Year ,Gujarat,5571,5292,814.8,877098.24,2116.98,1.078181818
Garlic,2017,Whole Year ,Gujarat,19408,134976,814.8,3055595.52,7375.04,6.755652174
Gram,2017,Rabi       ,Gujarat,292753,376248,814.8,46091032.32,111246.14,1.22
Groundnut,2017,Kharif     ,Gujarat,1627275,3970876,814.8,256198176,618364.5,2.406451613
Groundnut,2017,Summer     ,Gujarat,51508,94931,814.8,8109419.52,19573.04,1.817241379
Guar seed,2017,Whole Year ,Gujarat,199513,132697,814.8,31411326.72,75814.94,0.665909091
Jowar,2017,Kharif     ,Gujarat,66986,93338,814.8,10546275.84,25454.68,1.416842105
Jowar,2017,Rabi       ,Gujarat,24212,31982,814.8,3811937.28,9200.56,1.223529412
Maize,2017,Kharif     ,Gujarat,302790,469550,814.8,47671257.6,115060.2,1.676363636
Maize,2017,Rabi       ,Gujarat,92558,235342,814.8,14572331.52,35172.04,2.460952381
Maize,2017,Summer     ,Gujarat,4636,9848,814.8,729891.84,1761.68,2.028888889
Moong(Green Gram),2017,Kharif     ,Gujarat,125347,71444,814.8,19734631.68,47631.86,0.626333333
Moong(Green Gram),2017,Summer     ,Gujarat,26721,26031,814.8,4206954.24,10153.98,0.7928125
Moth,2017,Kharif     ,Gujarat,27250,17764,814.8,4290240,10355,0.678235294
Onion,2017,Rabi       ,Gujarat,42668,1223608,814.8,6717649.92,16213.84,28.7637931
Onion,2017,Summer     ,Gujarat,11801,318222,814.8,1857949.44,4484.38,25.194
Other  Rabi pulses,2017,Rabi       ,Gujarat,22983,18999,814.8,3618443.52,8733.54,0.876470588
Other Cereals,2017,Kharif     ,Gujarat,2888,2152,814.8,454686.72,1097.44,0.774615385
Other Kharif pulses,2017,Kharif     ,Gujarat,6137,3876,814.8,966209.28,2332.06,0.641428571
Potato,2017,Whole Year ,Gujarat,130397,3752816,814.8,20529703.68,49550.86,27.283125
Ragi,2017,Kharif     ,Gujarat,11880,10646,814.8,1870387.2,4514.4,0.876666667
Rapeseed &Mustard,2017,Rabi       ,Gujarat,221289,400072,814.8,34839740.16,84089.82,1.76
Rice,2017,Kharif     ,Gujarat,802674,1749613,814.8,126372994.6,305016.12,2.0375
Rice,2017,Summer     ,Gujarat,52616,140196,814.8,8283863.04,19994.08,2.657857143
Sesamum,2017,Kharif     ,Gujarat,107763,65229,814.8,16966206.72,40949.94,0.60862069
Sesamum,2017,Summer     ,Gujarat,15233,13986,814.8,2398283.52,5788.54,0.71875
Small millets,2017,Rabi       ,Gujarat,10080,17290,814.8,1586995.2,3830.4,1.39
Soyabean,2017,Kharif     ,Gujarat,146015,137352,814.8,22988601.6,55485.7,1.001176471
Sugarcane,2017,Whole Year ,Gujarat,181699,11622609,814.8,28606690.56,69045.62,61.96529412
Tobacco,2017,Kharif     ,Gujarat,53109,98567,814.8,8361480.96,20181.42,1.738
Tobacco,2017,Rabi       ,Gujarat,120748,420590,814.8,19010565.12,45884.24,3.481666667
Urad,2017,Kharif     ,Gujarat,128059,81324,814.8,20161608.96,48662.42,0.6625
Urad,2017,Summer     ,Gujarat,7890,9914,814.8,1242201.6,2998.2,0.815625
Wheat,2017,Rabi       ,Gujarat,1058778,3101037,814.8,166694008.3,402335.64,2.926666667
Arhar/Tur,2017,Kharif     ,Haryana,4410,5040,417.1,694310.4,1675.8,1.108333333
Bajra,2017,Kharif     ,Haryana,449400,720300,417.1,70753536,170772,1.69047619
Barley,2017,Rabi       ,Haryana,20200,73500,417.1,3180288,7676,3.711333333
Castor seed,2017,Kharif     ,Haryana,900,900,417.1,141696,342,1
Coriander,2017,Whole Year ,Haryana,2211,5287,417.1,348099.84,840.18,2.690588235
Cotton(lint),2017,Kharif     ,Haryana,668500,1622500,417.1,105248640,254030,2.69375
Garlic,2017,Whole Year ,Haryana,4420,51356,417.1,695884.8,1679.6,12.01368421
Ginger,2017,Whole Year ,Haryana,592,4468,417.1,93204.48,224.96,7.713333333
Gram,2017,Rabi       ,Haryana,32100,36100,417.1,5053824,12198,1.284615385
Groundnut,2017,Kharif     ,Haryana,3100,3600,417.1,488064,1178,1.416666667
Guar seed,2017,Kharif     ,Haryana,272500,226700,417.1,42902400,103550,0.766923077
Horse-gram,2017,Kharif     ,Haryana,290,80,417.1,45657.6,110.2,0.145
Jowar,2017,Kharif     ,Haryana,47600,24700,417.1,7494144,18088,0.478181818
Maize,2017,Kharif     ,Haryana,6600,20600,417.1,1039104,2508,2.711
Masoor,2017,Rabi       ,Haryana,1530,1290,417.1,240883.2,581.4,0.846
Moong(Green Gram),2017,Kharif     ,Haryana,13720,6330,417.1,2160076.8,5213.6,0.416666667
Moth,2017,Kharif     ,Haryana,880,240,417.1,138547.2,334.4,0.3625
Onion,2017,Whole Year ,Haryana,29931,701504,417.1,4712336.64,11373.78,23.97666667
Peas & beans (Pulses),2017,Kharif     ,Haryana,15559,135147,417.1,2449608.96,5912.42,9.862857143
Peas & beans (Pulses),2017,Rabi       ,Haryana,1700,2130,417.1,267648,646,1.221111111
Potato,2017,Whole Year ,Haryana,34718,897576,417.1,5466001.92,13192.84,26.06142857
Rapeseed &Mustard,2017,Rabi       ,Haryana,547700,1105400,417.1,86229888,208126,2.027727273
Rice,2017,Kharif     ,Haryana,1422100,4880000,417.1,223895424,540398,3.096190476
Sesamum,2017,Kharif     ,Haryana,1500,700,417.1,236160,570,0.4875
Sugarcane,2017,Whole Year ,Haryana,114900,9708800,417.1,18089856,43662,82.12473684
Sunflower,2017,Kharif     ,Haryana,4900,9500,417.1,771456,1862,3.553333333
Turmeric,2017,Whole Year ,Haryana,829,10898,417.1,130517.76,315.02,12.501
Urad,2017,Kharif     ,Haryana,1500,530,417.1,236160,570,0.32
Wheat,2017,Rabi       ,Haryana,2530500,12265100,417.1,398401920,961590,4.705454545
other oilseeds,2017,Rabi       ,Haryana,1300,2100,417.1,204672,494,1.2
Arhar/Tur,2017,Kharif     ,Himachal Pradesh,45,23,1182.2,7084.8,17.1,0.5
Bajra,2017,Kharif     ,Himachal Pradesh,79,58,1182.2,12437.76,30.02,0.718
Barley,2017,Rabi       ,Himachal Pradesh,19160,33878,1182.2,3016550.4,7280.8,1.69
Coriander,2017,Rabi       ,Himachal Pradesh,104,14,1182.2,16373.76,39.52,0.207142857
Garlic,2017,Rabi       ,Himachal Pradesh,3342,1275,1182.2,526164.48,1269.96,0.584444444
Gram,2017,Rabi       ,Himachal Pradesh,358,373,1182.2,56363.52,136.04,1.027777778
Groundnut,2017,Kharif     ,Himachal Pradesh,36,37,1182.2,5667.84,13.68,0.9275
Horse-gram,2017,Kharif     ,Himachal Pradesh,1614,938,1182.2,254108.16,613.32,0.561
Linseed,2017,Rabi       ,Himachal Pradesh,803,240,1182.2,126424.32,305.14,0.295
Maize,2017,Kharif     ,Himachal Pradesh,280811,711114,1182.2,44210883.84,106708.18,2.886666667
Masoor,2017,Rabi       ,Himachal Pradesh,441,386,1182.2,69431.04,167.58,0.848888889
Moong(Green Gram),2017,Kharif     ,Himachal Pradesh,130,92,1182.2,20467.2,49.4,0.725714286
Moth,2017,Kharif     ,Himachal Pradesh,17,11,1182.2,2676.48,6.46,0.58
Onion,2017,Rabi       ,Himachal Pradesh,594,3732,1182.2,93519.36,225.72,6.06
Other  Rabi pulses,2017,Rabi       ,Himachal Pradesh,10078,40096,1182.2,1586680.32,3829.64,3.981666667
Other Kharif pulses,2017,Kharif     ,Himachal Pradesh,6504,5974,1182.2,1023989.76,2471.52,0.928333333
Peas & beans (Pulses),2017,Rabi       ,Himachal Pradesh,2353,4853,1182.2,370456.32,894.14,2.057272727
Potato,2017,Kharif     ,Himachal Pradesh,6458,63460,1182.2,1016747.52,2454.04,10.488
Potato,2017,Rabi       ,Himachal Pradesh,3413,24219,1182.2,537342.72,1296.94,5.426
Ragi,2017,Kharif     ,Himachal Pradesh,1817,1918,1182.2,286068.48,690.46,0.924285714
Rapeseed &Mustard,2017,Rabi       ,Himachal Pradesh,8326,4542,1182.2,1310845.44,3163.88,0.51
Rice,2017,Kharif     ,Himachal Pradesh,71613,114785,1182.2,11274750.72,27212.94,1.618181818
Sesamum,2017,Kharif     ,Himachal Pradesh,127,58,1182.2,19994.88,48.26,0.447777778
Small millets,2017,Kharif     ,Himachal Pradesh,4098,3306,1182.2,645189.12,1557.24,0.825714286
Soyabean,2017,Kharif     ,Himachal Pradesh,554,929,1182.2,87221.76,210.52,1.684285714
Sugarcane,2017,Whole Year ,Himachal Pradesh,1874,36730,1182.2,295042.56,712.12,17.11714286
Turmeric,2017,Kharif     ,Himachal Pradesh,136,85,1182.2,21411.84,51.68,0.66375
Urad,2017,Kharif     ,Himachal Pradesh,6922,4616,1182.2,1089799.68,2630.36,0.729090909
Wheat,2017,Rabi       ,Himachal Pradesh,342675,603587,1182.2,53950752,130216.5,1.608333333
Arhar/Tur,2017,Kharif     ,Jharkhand,245096,256859,1165.7,38587914.24,93136.48,1.065416667
Bajra,2017,Kharif     ,Jharkhand,614,354,1165.7,96668.16,233.32,0.64
Castor seed,2017,Kharif     ,Jharkhand,153,57,1165.7,24088.32,58.14,0.483333333
Gram,2017,Rabi       ,Jharkhand,232684,285797,1165.7,36633768.96,88419.92,1.2325
Groundnut,2017,Kharif     ,Jharkhand,32273,35843,1165.7,5081061.12,12263.74,0.926666667
Horse-gram,2017,Kharif     ,Jharkhand,14088,8831,1165.7,2218014.72,5353.44,0.631
Jowar,2017,Kharif     ,Jharkhand,3329,2210,1165.7,524117.76,1265.02,0.702857143
Linseed,2017,Rabi       ,Jharkhand,52072,29688,1165.7,8198215.68,19787.36,0.582608696
Maize,2017,Kharif     ,Jharkhand,284565,576153,1165.7,44801913.6,108134.7,2.102916667
Maize,2017,Rabi       ,Jharkhand,10133,20579,1165.7,1595339.52,3850.54,1.887777778
Masoor,2017,Rabi       ,Jharkhand,69440,62515,1165.7,10932633.6,26387.2,0.899583333
Moong(Green Gram),2017,Kharif     ,Jharkhand,29004,23589,1165.7,4566389.76,11021.52,0.79125
Niger seed,2017,Kharif     ,Jharkhand,4943,2790,1165.7,778225.92,1878.34,0.515882353
Other  Rabi pulses,2017,Rabi       ,Jharkhand,20641,14387,1165.7,3249719.04,7843.58,0.699583333
Other Kharif pulses,2017,Kharif     ,Jharkhand,27172,19797,1165.7,4277959.68,10325.36,0.665454545
Peas & beans (Pulses),2017,Rabi       ,Jharkhand,59150,71052,1165.7,9312576,22477,1.19625
Ragi,2017,Kharif     ,Jharkhand,19013,18485,1165.7,2993406.72,7224.94,0.912857143
Rapeseed &Mustard,2017,Rabi       ,Jharkhand,305045,218148,1165.7,48026284.8,115917.1,0.734583333
Rice,2017,Kharif     ,Jharkhand,1735411,3421253,1165.7,273223107.8,659456.18,2.023333333
Safflower,2017,Rabi       ,Jharkhand,2005,1112,1165.7,315667.2,761.9,0.537692308
Sesamum,2017,Kharif     ,Jharkhand,16168,6693,1165.7,2545489.92,6143.84,0.419047619
Soyabean,2017,Kharif     ,Jharkhand,1923,1536,1165.7,302757.12,730.74,0.857692308
Sunflower,2017,Kharif     ,Jharkhand,412,289,1165.7,64865.28,156.56,0.757777778
Sunflower,2017,Rabi       ,Jharkhand,1759,913,1165.7,276936.96,668.42,0.493
Urad,2017,Kharif     ,Jharkhand,147191,128673,1165.7,23173751.04,55932.58,0.825833333
Wheat,2017,Rabi       ,Jharkhand,220963,468754,1165.7,34788414.72,83965.94,2.164583333
Arhar/Tur,2017,Kharif     ,Madhya Pradesh,646980,839400,800,101860531.2,245852.4,1.216956522
Bajra,2017,Kharif     ,Madhya Pradesh,309940,754740,800,48796953.6,117777.2,1.604347826
Banana,2017,Whole Year ,Madhya Pradesh,26375.05,1834029,800,4152487.872,10022.519,47.73208333
Barley,2017,Kharif     ,Madhya Pradesh,130020,431030,800,20470348.8,49407.6,2.255405405
Castor seed,2017,Kharif     ,Madhya Pradesh,8950,4970,800,1409088,3401,0.508
